id,UserName,Review,Score,Date,Bank
189,Doreen Z,"You are welcome! I had hoped to keep more money long term but after only 1 month with GXS, your interest rate dropped greatly! Please have ""Add Payee"" to reduce errors - no Copy & Paste so we need to memorise long account numbers! Jul2023 Review - Seamless transactions. Great fun bank to bank with. I like the pockets idea where I am able to see where my goals are heading! The interest is the icing on the cake! Great UI and UX! Easiest digital bank to use! Thank you very much, Dev & Team!",4,6/10/2023 16:38,GXS Bank
190,Sakiren “Kiren” Abdul Hamid,It really helps when really in need. So easy to do it. It's at your fingertips.,5,5/10/2023 20:04,GXS Bank
191,Aliff luffy,Easy to apply good full amount of loan given compare to outside or lending bee ... or they never cut your loan amouny . interest can be save if payment early. multiple loan also can.. only it could be better if can increase loan amount after loan given .. or can be resgistet again once deleted.,5,4/10/2023 20:01,GXS Bank
192,elanggo soundaraju,Good app:grinning_face_with_big_eyes:,5,2/10/2023 8:07,GXS Bank
193,Fussfree SG,"The UIUX of the app is definitely the best amongst the banks right now, looking forward to more products",5,29/9/2023 10:11,GXS Bank
194,ichange,Good job GXS,5,29/9/2023 9:22,GXS Bank
195,Jyoti Dhas,Awesome app for use,5,29/9/2023 7:45,GXS Bank
196,Jessie Macatangay,"How many attempts for the year. Until now, message still the same. It’s not you, it’s us. We understand that receiving this news may be disappointing. And while we’re unable to disclose the specific reasons why your GXS FlexiLoan application wasn’t approved, please know that every GXS FlexiLoan application goes through an evaluation process that must meet our eligibility criteria and internal assessment requirements.",1,25/9/2023 9:02,GXS Bank
197,Jeff Tan7729,"Year 2023, a banking app that can't save pay, are you living in yesteryears?",1,18/9/2023 12:15,GXS Bank
198,MydailyGame Channel,"Cannot register, keep nothing pop up On sign up",1,18/9/2023 9:30,GXS Bank
199,Garima Gupta,No debit card. Max interest reduced to only 2.65 now within one month of start.,1,17/9/2023 5:37,GXS Bank
200,Andrew Chew,is there a login issue now,3,17/9/2023 4:02,GXS Bank
201,Sufiean abu,"Poor, get in touch with email late response after few weeks then replied. Not recommending :pensive_face:",1,16/9/2023 8:31,GXS Bank
202,c. hs,Great concept on the savings account. Daily interest really motivates keeping money there. Hope to see GXS bank grow and increase the savings account limit. Edit: Interest rate drop significantly. Moving out.,2,15/9/2023 7:26,GXS Bank
203,Kenny Ng,Cool app.,5,13/9/2023 5:31,GXS Bank
204,Karry Hane,Can't even open the GXS app... the only way to access your account with a digital bank. It's like placing your money and cementing it with a roof and 4 walls with no doors!,1,11/9/2023 14:16,GXS Bank
205,Fizie Joe,Attempt to try but it keep post something wrong.cannot go thru the apps.dont know why?3 times try even more but still can't get thru?,1,10/9/2023 10:08,GXS Bank
206,Han Yang Tan,Unable to open the app and use my funds. Is this some kind of cash grab?,1,10/9/2023 4:24,GXS Bank
207,Clement,"Wasn't able to log in since 7 Sept. Called the CSO hotline on 9 Sept and was told to try resending the email OTP. Checked the email junk box and retried multiple times but didn't receive any emails. Was told that they had to check on the back end. When asked when I could receive a response, they mentioned 2 working days?? But this means I wouldn't be able to carry out any transactions for 5 whole days. Imagine if I had a critical transaction to carry out! I would have no access to my funds!!!!",1,9/9/2023 2:36,GXS Bank
208,To Ricky,App got problem can't login,1,8/9/2023 11:42,GXS Bank
209,Edwin,"Stuck on Oops, something went wrong page when opening the app, while overseas. I can't imagine if I was in a urgent situation and my banking app failed like this. No way to access funds through a browser too means you can't do anything at all other than hope the problem is fixed soon. Put what you can afford to lose.",1,7/9/2023 22:35,GXS Bank
210,Zen,Same cannot open the apps now... What happened?...,1,7/9/2023 12:00,GXS Bank
211,znyew,Unable to open all of a sudden when I try on 7 Sep and only stuck in loading screen,1,7/9/2023 10:06,GXS Bank
212,Kelvin Goh,False promise so fast change interest rate,1,6/9/2023 11:27,GXS Bank
213,Garreth Alvin Chan,Unexpected error when trying to login. Kindly fix this issue ASAP.,1,6/9/2023 5:04,GXS Bank
214,Brad Pang,"Unable to open app. From other reviews, seems I am not the only one. How to trust this bank?",1,5/9/2023 12:04,GXS Bank
215,路過的天才,Cannot log in!,1,4/9/2023 15:50,GXS Bank
216,Lucius,Unable to use biometrics,1,3/9/2023 18:00,GXS Bank
217,Fadli Matswan,"Cannot login all of a sudden. Tried to uninstall and reinstall. Still no changes. What do i do here? I've got a pending repayment due. And if this continues, i will mostly probably be charged the late interest due the the app have login issues.",2,2/9/2023 2:11,GXS Bank
218,Nur Atiqah Ismail,"Cannot seem to open the app suddenly. Did not install new apps or change any setting on phone. Tried uninstalling and reinstalling still no avail. Although your CSO has been trying to rectify, it is still unsolvable. Sad, as when it first came out, I was the one of the many who applied in the beginning stage. Your services helped me. But now I have no access to it.",1,31/8/2023 1:31,GXS Bank
219,Joselyn Tan,Am trying to redo application. So i closed account. Now cannot re open. Quote lost in space,3,30/8/2023 1:38,GXS Bank
220,MaP Undey,"Just found out that they are reducing their interest rate to a pathetic 2.68%. don't like this bait and switch marketing strategy, lure us with high interest rate then suddenly drop the interest rates once they get enough sign ups. [Update] Whats the point of increasing the main wallet interest when no one puts money there? Its not like you're increasing it back to 3.48% right? The pt is the big reduction of the Pockets interest rates which is the key thing that people arent happy about.",1,29/8/2023 9:19,GXS Bank
221,Vincent Wong,Was rejected without details,1,28/8/2023 12:06,GXS Bank
222,ganesh nesh,Firstly i can't even log in shows some error n stuff haiz,1,27/8/2023 7:13,GXS Bank
223,AKIDA ARIFFIN,Cannot open the apps. Why partner with Grab? Useless app,1,26/8/2023 5:13,GXS Bank
224,Muhammad Suhaimi,"An absolutely rubbish apps, with zero chance of getting loan approval, totally useless",1,25/8/2023 23:06,GXS Bank
225,Ati,Have not even tried already failed on me. Just to download has the error and ask to download again .. :pensive_face:,1,25/8/2023 0:27,GXS Bank
226,Goh Hang Boon,"The apps cannot make it. I tried to apply for a loan. After filling up all the forms, unable to proceed after the last question, are you a US citizens. The next button does not pop up be the answer is yes or No.",1,24/8/2023 6:04,GXS Bank
227,Prakash Gunasekaran,"Only Singaporean can apply for loan, good if everyone can apply.",3,23/8/2023 4:01,GXS Bank
228,Alex Ng,Rates are not so attractive already,3,21/8/2023 16:44,GXS Bank
229,Lyn Feng,Reduce interest rate in less than a month. Waste time open account here.,1,18/8/2023 14:20,GXS Bank
230,goh goh,Can't open,1,18/8/2023 12:06,GXS Bank
231,Q K,Bait and switch :thumbs_down_medium-light_skin_tone: Switching to standard chartered eSaver for 3.4% interest,1,17/8/2023 15:49,GXS Bank
232,Wilfred Watanabe,"""Oops something went wrong! ..."" (if only i can attach a screenshot)",1,16/8/2023 6:42,GXS Bank
233,T Y S,Cannot even sign up properly,1,13/8/2023 15:28,GXS Bank
234,Legal Unicorn,Trolling us bruh,1,13/8/2023 3:31,GXS Bank
235,J J,No option to add payees,1,11/8/2023 0:43,GXS Bank
236,GS,Garbage company for deceiving the public,1,8/8/2023 5:22,GXS Bank
237,Nihit Gupta,"Barely a month in, GXS has indeed chosen to slash their interest rates i.e. effective 17 August 2023 onwards, the interest rate earned on Saving Pocket(s) funds have been adjusted from 3.48% p.a. to 2.68% p.a.",1,7/8/2023 17:14,GXS Bank
238,Conan Kong,I seem to be having issues with the opening of the app.,1,7/8/2023 11:10,GXS Bank
239,Yvonne Lee,Interest rate dropping substantially after just ONE MONTH. Kind of hilarious. Moving out!,2,7/8/2023 7:39,GXS Bank
240,John Lim,"3.48% interest rate only last for 2weeks, the main selling point for this app is now dropped to 2.68% pa :face_with_tears_of_joy:",2,7/8/2023 7:29,GXS Bank
241,Eugene KH,after two week still pending my account.,1,7/8/2023 2:15,GXS Bank
242,khoo ky vinh,Seamless. Got it up and running in less than 5mins! Easy to transfer in and out from other banks. I like the daily interest credit. Helps me set aside money for daily use and motivates me to check how much I'm getting everyday. Dun understand why there are gripes and complaints from other reviewers. This app is fantastic :smiling_face_with_heart-eyes:,5,7/8/2023 0:55,GXS Bank
243,Djinn Kojack,I have been trying for few hours to signed up for the flexiloan using Singpass.. till now it shows couldn't retrieve Myinfo.. wanted to Live Chat with anyone for assistance but there's no icon showing Live chat at the help center at all..,1,5/8/2023 22:46,GXS Bank
244,Rahmat Abbas,Love GXS,5,5/8/2023 16:14,GXS Bank
245,Bob Cheung,"Good to see increased competition in the banking space (high interest is good, but inexplicably only given within a saving pocket), but GXS app lacks basic functionality, eg. ability to save payees (at the point of writing this review, these details need to be re-input each time - irritating and error prone). Suggest that rather than working on cool, but otherwise non-essential functions (like saving pockets), the company should focus on the basics first.",3,5/8/2023 3:01,GXS Bank
246,Raymond Valdez,Details not complete,1,4/8/2023 0:25,GXS Bank
247,Bryan Tan,"Registering, get the notice it's full and sign for interest. Received email notification, sign up to get prompt to sign for interest...again.",1,2/8/2023 23:34,GXS Bank
248,Angel G,Tried multiple times still unable to sign up....,1,2/8/2023 15:41,GXS Bank
249,anurag chauhan,"No support for SGQR. When only way to spend is QR pay, atleast support SGQR, GrabPay as very few business have Paynow QR!",2,2/8/2023 13:45,GXS Bank
250,M L,Can GXS pls explain why the app keeps saying there is unexpected error and I cannot even open the app????,1,2/8/2023 7:59,GXS Bank
251,zoe chua,Dogshit app that takes forever to setup and days to review applications,1,31/7/2023 8:44,GXS Bank
252,Dexter Chew,Cui full. Cannot sign up. Only on waiting list. What a waste.,1,30/7/2023 8:54,GXS Bank
253,Nurfadilah Jamaludin,rejected everytime try to apply,1,30/7/2023 7:23,GXS Bank
254,H.L Chua,Lousy app. Applied on Saturday and was informed that application closed on Tuesday. Waste time.,1,28/7/2023 11:48,GXS Bank
255,ken ng,Not worth the effort to sign up. Not transparent in application selection process.,1,28/7/2023 9:47,GXS Bank
256,vevin mok,All early sign up slots taken? I thought it's already open for all to sign up ?,1,28/7/2023 1:55,GXS Bank
257,Ruby,Download already can't even open the file.,1,28/7/2023 1:27,GXS Bank
258,Kam Weng Goh,"I installed the app and got to the first screen. When I tried to proceed, it popped up a message saying and there is an overlap app that is NOT SECURED. It then asked if I want to proceed. What is this about?",1,28/7/2023 0:56,GXS Bank
259,Goh Lin Ling,such a lousy app. cant even login or set up account,1,27/7/2023 10:13,GXS Bank
260,Han Jie Tan,"I wish we can put a 0 star for it. Make you create an account, wait for it only to tell you that it is full while others cut queue to have the account created while you continue to wait. Probably just out to farm your data. Dont bother",1,27/7/2023 7:40,GXS Bank
261,Chen Zhenfu Andy,app is not been updated.,3,26/7/2023 23:06,GXS Bank
262,Chiam Mack,Simple to use. Took a short while to know how to process. Hope that they can maintain the great interest. Good job GXS.,5,26/7/2023 14:53,GXS Bank
263,Benjamin Sion,App is not clear and Singpass details are not accurate for them. It didn't allow me to open an account....,1,26/7/2023 9:43,GXS Bank
264,David Leong,Buggy app and bad customer support,1,25/7/2023 14:55,GXS Bank
